CoinId,Deity,Denomination,Material,Mint,FrontDescription,Portrait,Region,BackDescription,Year
RIC V Carus 361,,Antoninianus,Silver,Rome,"Bust of Numerian, radiate, draped, right or bust of Numerian, radiate, draped, cuirassed, right",Numerian,Italy,"Numerian, draped, cuirassed, standing left, holding baton in right hand and sceptre in left hand",282|283
RIC V Diocletian 287,,Aureus,Gold,Cyzicus,"Head of Diocletian, laureate, right",Diocletian,Mysia,"Diocletian, draped, cuirassed, riding right, raising right hand",287|290
RIC V Diocletian 286,,Aureus,Gold,Cyzicus,"Head of Diocletian, laureate, left",Diocletian,Mysia,"Diocletian, draped, cuirassed, holding Victory on globe in right hand and parazonium in left hand",290|292
RIC V Diocletian 285,,Aureus,Gold,Cyzicus,"Head of Diocletian, laureate, right",Diocletian,Mysia,"Diocletian, draped, cuirassed, holding globe in right hand and sometimes parazonium",290|292
RIC V Diocletian 284,Jupiter,Antoninianus,Silver,Heraclea,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Thrace,"Diocletian, draped, cuirassed, standing right, holding parazonium in right hand and receiving Victory from Jupiter; Jupiter, standing left, holding sceptre",291|292
RIC V Diocletian 283,Jupiter,Quinarius,Silver,Siscia,"Bust of Diocletian, laureate, cuirassed, right",Diocletian,Pannonia,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",284|294
RIC V Diocletian 282,Victory,Antoninianus,Silver,Siscia,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian|Maximian,Pannonia,"Diocletian and Maximian, draped, cuirassed, standing facing each other; between them, Victory, placing her hands on their shoulders",292
RIC V Diocletian 281,Victory,Antoninianus,Silver,Siscia,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian|Maximian,Pannonia,"Diocletian and Maximian, draped, cuirassed, standing facing each other; between them, Victory, placing her hands on their shoulders",292
RIC V Diocletian 280,Victory,Antoninianus,Silver,Siscia,"Bust of Diocletian, radiate, cuirassed, right",Diocletian|Maximian,Pannonia,"Diocletian and Maximian, draped, cuirassed, standing facing each other; between them, Victory, placing her hands on their shoulders",292
RIC V Diocletian 279,,Antoninianus,Silver,Siscia,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian|Maximian,Pannonia,"Diocletian and Maximian, draped, cuirassed, standing facing each other, holding Victory on globe between them",292
RIC V Diocletian 278,,Antoninianus,Silver,Siscia,"Bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian|Maximian,Pannonia,"Diocletian and Maximian, draped, cuirassed, standing facing each other, holding Victory on globe between them",292
RIC V Diocletian 277,,Antoninianus,Silver,Siscia,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian|Maximian,Pannonia,"Diocletian and Maximian, draped, cuirassed, standing facing each other, holding Victory on globe between them",292
RIC V Diocletian 276,Roma,Antoninianus,Silver,Siscia,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Pannonia,"Roma, helmeted, draped, seated left on shield, holding Victory in right hand and sceptre in left hand",285
RIC V Diocletian 275,Jupiter|Hercules,Antoninianus,Silver,Siscia,"Bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian,Pannonia,"Jupiter, standing right, holding globe in right hand and sceptre in left hand, and Hercules, standing left, holding Victory on globe in right hand and club and lion's skin in left hand",293|295
RIC V Diocletian 274,Jupiter,Antoninianus,Silver,Siscia,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian,Pannonia,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",287
RIC V Diocletian 273,Jupiter,Antoninianus,Silver,Siscia,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian,Pannonia,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",287
RIC V Diocletian 272,Jupiter,Antoninianus,Silver,Siscia,"Bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Pannonia,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",287
RIC V Diocletian 271,Jupiter,Antoninianus,Silver,Siscia,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian,Pannonia,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",287
RIC V Diocletian 270,Jupiter,Antoninianus,Silver,Siscia,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian,Pannonia,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",287
RIC V Diocletian 269,Jupiter,Antoninianus,Silver,Siscia,"Bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Pannonia,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand; at foot, eagle holding wreath in its beak",285|286
RIC V Carausius 257,Laetitia,Antoninianus,Silver,Camulodunum,"Bust of Carausius, radiate, draped, right",Carausius,Britannia,"Laetitia, draped, standing left, holding wreath in right hand and anchor or baton in left hand; sometimes at foot, globe",286|293
RIC V Diocletian 267,Jupiter,Antoninianus,Silver,Siscia,"Bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Pannonia,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand; at foot, eagle holding wreath in its beak",285|286
RIC V Diocletian 266,,Antoninianus,Silver,Siscia,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian,Pannonia,"Diocletian, draped, cuirassed, standing right, holding sceptre in right hand and receiving globe from soldier; soldier, draped, cuirassed, standing left, holding sceptre",285|286
RIC V Diocletian 265,Jupiter,Antoninianus,Silver,Siscia,"Bust of Diocletian, radiate, cuirassed, right",Diocletian,Pannonia,"Diocletian, draped, standing right, and Jupiter, standing left, each holding sceptre and sacrificing at altar",289|290
RIC V Diocletian 264,Jupiter,Antoninianus,Silver,Siscia,"Bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian,Pannonia,"Diocletian, draped, standing right, and Jupiter, standing left, each holding sceptre and sacrificing at altar",289|290
RIC V Diocletian 263,Jupiter,Antoninianus,Silver,Siscia,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right, or bust of Diocletian, radiate, draped, left",Diocletian,Pannonia,"Diocletian, draped, standing right, and Jupiter, standing left, each holding sceptre and sacrificing at altar",289|290
RIC V Diocletian 262,Jupiter,Antoninianus,Silver,Siscia,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right, or bust of Diocletian, radiate, wearing imperial mantle, right or left, holding eagle-tipped scetpre in right hand",Diocletian,Pannonia,"Diocletian, draped, standing right, and Jupiter, standing left, each holding sceptre and sacrificing at altar",288
RIC V Diocletian 261,Jupiter,Antoninianus,Silver,Siscia,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian,Pannonia,"Diocletian, draped, standing right, and Jupiter, standing left, each holding sceptre and sacrificing at altar",288
RIC V Diocletian 260,Jupiter,Antoninianus,Silver,Siscia,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian,Pannonia,"Diocletian, draped, standing right, and Jupiter, standing left, each holding sceptre and sacrificing at altar",288
RIC V Diocletian 259,Jupiter,Antoninianus,Silver,Siscia,"Bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian,Pannonia,"Diocletian, draped, standing right, and Jupiter, standing left, each holding sceptre and sacrificing at altar",288
RIC V Diocletian 258,Jupiter,Antoninianus,Silver,Siscia,"Bust of Diocletian, radiate, draped, right",Diocletian,Pannonia,"Diocletian, draped, cuirassed, standing right, holding sceptre in right hand and receiving Victory on globe from Jupiter; Jupiter, standing left, holding sceptre",293|295
RIC V Diocletian 257,Jupiter,Antoninianus,Silver,Siscia,"Bust of Diocletian, radiate, draped, right",Diocletian,Pannonia,"Diocletian, draped, cuirassed, standing right, holding sceptre in right hand and receiving Victory on globe from Jupiter; Jupiter, standing left, holding sceptre",293|295
RIC V Diocletian 256,Jupiter,Antoninianus,Silver,Siscia,"Bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian,Pannonia,"Diocletian, draped, cuirassed, standing right, holding sceptre in right hand and receiving Victory on globe from Jupiter; Jupiter, standing left, holding sceptre",293|295
RIC V Diocletian 255,Jupiter,Antoninianus,Silver,Siscia,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Pannonia,"Diocletian, draped, cuirassed, standing right, holding sceptre in right hand and receiving Victory on globe from Jupiter; Jupiter, standing left, holding sceptre",285|287
RIC V Diocletian 254,Jupiter,Antoninianus,Silver,Siscia,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian,Pannonia,"Diocletian, draped, cuirassed, standing right, holding sceptre in right hand and receiving Victory on globe from Jupiter; Jupiter, standing left, holding sceptre",287
RIC V Diocletian 253,Jupiter,Antoninianus,Silver,Siscia,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian,Pannonia,"Diocletian, draped, cuirassed, standing right, holding sceptre in right hand and receiving Victory on globe from Jupiter; Jupiter, standing left, holding sceptre",285|287
RIC V Diocletian 252,Jupiter,Antoninianus,Silver,Siscia,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian,Pannonia,"Diocletian, draped, cuirassed, standing right, holding sceptre in right hand and receiving Victory on globe from Jupiter; Jupiter, standing left, holding sceptre",285|287
RIC V Diocletian 251,Jupiter,Quinarius aureus,Gold,Siscia,"Bust of Diocletian, laureate, cuirassed, right",Diocletian,Pannonia,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",284|294
RIC V Diocletian 250,Mars,Aureus,Gold,Siscia,"Bust of Diocletian, laureate, wearing imperial mantle, left, holding eagle-tipped scetpre in right hand",Diocletian,Pannonia,"Mars, running right, holding spear in right hand and shield in left hand",284|294
RIC V Diocletian 249,Mars,Aureus,Gold,Siscia,"Bust of Diocletian, laureate, cuirassed, right",Diocletian,Pannonia,"Mars, running left, holding palm in right hand and spear in left hand",284|294
RIC V Diocletian 248,Jupiter,Aureus,Gold,Siscia,"Bust of Diocletian, laureate, draped, cuirassed, right",Diocletian,Pannonia,"Jupiter, standing left, holding sceptre in right hand and thunderbolt in left hand",284|294
RIC V Diocletian 247,Jupiter,Aureus,Gold,Siscia,"Bust of Diocletian, laureate, draped, cuirassed, right, or bust of Diocletian, laureate, wearing imperial mantle, left, holding eagle-tipped scetpre in right hand, or bust of Diocletian, laureate, helmeted, curiassed, left, holding spear pointed left and shield",Diocletian,Pannonia,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",284|294
RIC V Diocletian 246,Jupiter,Aureus,Gold,Siscia,"Bust of Diocletian, laureate, draped, cuirassed, right",Diocletian,Pannonia,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand; sometimes at foot, eagle",284|294
RIC V Diocletian 245,Sol,Antoninianus,Silver,Ticinum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian,Italy,"soldier, draped, cuirassed, standing left, leaning on shield with right hand and holding spear in left hand",285
RIC V Diocletian 244,Sol,Antoninianus,Silver,Ticinum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian,Italy,"soldier, draped, cuirassed, standing left, leaning on shield with right hand and holding spear in left hand",285
RIC V Diocletian 243,Victory,Antoninianus,Silver,Ticinum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Italy,"Diocletian, draped, cuirassed, riding left, preceded by Victory",285
RIC V Diocletian 242,Victory,Antoninianus,Silver,Ticinum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian,Italy,"Victory, winged, draped, walking left, holding wreath in right hand and palm in left hand",285
RIC V Diocletian 241,Roma,Antoninianus,Silver,Ticinum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian,Italy,"Roma, helmeted, draped, seated left by shield, holding Victory in right hand and spear in left hand",285
RIC V Diocletian 240,Providentia,Antoninianus,Silver,Ticinum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian,Italy,"Providentia, draped, standing left, holding globe in right hand and spear or sceptre in left hand",285
RIC V Diocletian 239,Mars,Antoninianus,Silver,Ticinum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian,Italy,"Mars, walking left, holding spear in right hand and trophy in left hand",285
